# freq,S11,S22
 (3.364920655322414245e-01+1.905045319758534861e-01j), (3.090897277125275178e-01+6.087916892331524110e-02j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (1.904691353602873116e-01+6.366137848270991828e-02j), (8.350346701814399530e-01+9.335408227632949751e-01j), (2.040076000000000000e+09+0.000000000000000000e+00j)
 (4.048258934208355253e-01+5.164215739335452637e-01j), (4.026204011770314617e-01+1.227154565627515126e-01j), (2.082575500000000000e+09+0.000000000000000000e+00j)
 (7.039417252842815609e-01+4.768756600152229685e-01j), (3.578544434888875081e-01+1.173342418949517851e-01j), (2.125075000000000000e+09+0.000000000000000000e+00j)
 (6.755261793089276656e-01+7.575334678573902858e-01j), (3.586520500921464016e-02+2.451617528867912066e-01j), (2.167574500000000000e+09+0.000000000000000000e+00j)
 (3.124069600699508342e-02+1.610962989702608983e-01j), (1.817521043324822339e-01+8.605599764849299893e-01j), (2.210074000000000000e+09+0.000000000000000000e+00j)
 (6.770081210884073553e-01+5.475596393249895222e-01j), (5.053883390573722378e-01+4.223048462999101638e-01j), (2.252573500000000000e+09+0.000000000000000000e+00j)
 (2.392301202612364674e-01+1.998771491018208613e-01j), (4.157049864155787366e-01+2.543138139418158472e-01j), (2.295073000000000000e+09+0.000000000000000000e+00j)
 (8.507632988644845407e-01+6.421983996781075454e-01j), (6.320446736848994718e-02+1.492397877104401083e-02j), (2.337572500000000000e+09+0.000000000000000000e+00j)
 (4.463573319498256309e-01+9.607487490012263098e-01j), (4.484494501057223470e-02+4.019566337296974767e-01j), (2.380072000000000000e+09+0.000000000000000000e+00j)
 (8.386141219164462424e-01+3.152159477645755103e-02j), (2.556587991186312081e-01+7.950054191011159954e-01j), (2.422571500000000000e+09+0.000000000000000000e+00j)
 (5.084950597233600655e-01+7.195507795335817081e-01j), (6.981535743735484134e-01+7.307697753717149469e-01j), (2.465071000000000000e+09+0.000000000000000000e+00j)
 (3.371257820288142693e-01+7.075980177209270083e-01j), (7.583312012694893856e-01+4.979832847082303893e-01j), (2.507570500000000000e+09+0.000000000000000000e+00j)
 (8.843876284971120549e-01+5.376795183517498744e-01j), (2.794843191282092576e-03+2.100022431828639791e-01j), (2.550070000000000000e+09+0.000000000000000000e+00j)
 (3.523777035950912406e-01+6.360267459891917330e-01j), (5.280397434698997916e-01+3.940518810198635480e-01j), (2.592569500000000000e+09+0.000000000000000000e+00j)
 (1.057980878387587698e-02+4.683719718424573797e-01j), (1.849249785819020442e-01+2.978064154724169299e-01j), (2.635069000000000000e+09+0.000000000000000000e+00j)
 (9.861057313141711189e-01+3.175815382394098219e-02j), (5.210763890385777808e-01+1.963764220453654286e-01j), (2.677568500000000000e+09+0.000000000000000000e+00j)
 (9.896618986897420811e-02+6.882389868588918436e-01j), (9.843710050014796709e-01+7.184123401732569469e-01j), (2.720068000000000000e+09+0.000000000000000000e+00j)
 (2.670846122607341000e-01+9.267195916179558068e-01j), (7.239616402397162087e-01+2.962860191764116191e-02j), (2.762567500000000000e+09+0.000000000000000000e+00j)
 (9.170192424157963540e-02+2.325933458018639710e-01j), (4.771258935899036491e-02+8.957868192433101617e-01j), (2.805067000000000000e+09+0.000000000000000000e+00j)
 (5.935593263993714785e-01+8.439138636104567270e-01j), (7.559608556456107742e-01+6.439809649340509923e-01j), (2.847566500000000000e+09+0.000000000000000000e+00j)
 (9.871146184806652846e-01+7.002703556854443789e-01j), (6.506432637534654839e-01+4.937280037392144383e-02j), (2.890066000000000000e+09+0.000000000000000000e+00j)
 (4.118961135815227825e-01+7.113796777246973457e-01j), (4.191462144895697906e-01+5.902588067870204735e-01j), (2.932565500000000000e+09+0.000000000000000000e+00j)
 (5.254706152755265203e-01+1.558429970459231928e-01j), (6.639324505963847267e-01+7.278669268174036144e-01j), (2.975065000000000000e+09+0.000000000000000000e+00j)
 (1.609692280892196514e-01+3.211323124673011176e-01j), (4.801647695150371709e-01+3.017162343554998793e-01j), (3.017564500000000000e+09+0.000000000000000000e+00j)
 (3.313060139469343746e-01+8.349071720008731656e-01j), (7.983348953681160820e-01+2.677264140362743960e-01j), (3.060064000000000000e+09+0.000000000000000000e+00j)
 (6.065522553414357532e-01+1.889861484420699567e-01j), (3.479972633731529541e-01+8.677441650868588097e-01j), (3.102563500000000000e+09+0.000000000000000000e+00j)
 (7.827095102224587153e-01+6.062845280824039618e-01j), (1.332452373256945988e-01+1.332772758535010205e-01j), (3.145063000000000000e+09+0.000000000000000000e+00j)
 (2.993812702635894052e-01+6.234989196136427880e-01j), (5.315506930033936372e-01+1.050531289595250106e-01j), (3.187562500000000000e+09+0.000000000000000000e+00j)
 (2.282459823709550584e-01+1.360228862609578204e-01j), (7.568882384055574120e-01+2.137198705043991120e-01j), (3.230062000000000000e+09+0.000000000000000000e+00j)
 (5.431541824451627809e-01+1.923402001447792609e-01j), (2.063275244484263915e-02+7.915437726418509401e-01j), (3.272561500000000000e+09+0.000000000000000000e+00j)
 (7.783408799776210252e-01+4.903538355662975246e-01j), (8.867577521870347868e-01+2.204471433256820490e-01j), (3.315061000000000000e+09+0.000000000000000000e+00j)
 (7.229136196725831631e-01+1.527295134461159609e-02j), (1.887299892338256679e-01+9.434029926729829985e-01j), (3.357560500000000000e+09+0.000000000000000000e+00j)
 (5.350948020240720027e-02+6.466368645762909928e-01j), (2.541016230813777366e-01+8.419805469811438847e-01j), (3.400060000000000000e+09+0.000000000000000000e+00j)
 (1.148246706093505320e-01+2.383429619599396476e-01j), (7.069314927783398872e-03+5.954012960882049121e-03j), (3.442559500000000000e+09+0.000000000000000000e+00j)
 (9.325658034817850828e-01+6.821603128082128764e-01j), (4.816128766193498167e-01+8.845014979811605116e-02j), (3.485059000000000000e+09+0.000000000000000000e+00j)
 (7.181047148104138245e-01+4.995640271505241703e-01j), (7.731931459295644515e-01+7.130088440627394553e-01j), (3.527558500000000000e+09+0.000000000000000000e+00j)
 (4.974195642443275389e-01+5.173973430264295903e-01j), (1.582914333030072118e-01+9.815262676485223547e-01j), (3.570058000000000000e+09+0.000000000000000000e+00j)
 (2.912742386672684258e-02+7.070238967927048312e-01j), (4.875853540929260266e-01+7.376149579173006954e-01j), (3.612557500000000000e+09+0.000000000000000000e+00j)
 (4.553343368060084329e-01+7.747409397333575587e-01j), (1.790132243388877775e-01+8.138982583996874354e-01j), (3.655057000000000000e+09+0.000000000000000000e+00j)
 (8.698638486348554411e-01+4.607024351368831372e-01j), (5.103984998707178367e-01+7.459935995456138391e-01j), (3.697556500000000000e+09+0.000000000000000000e+00j)
 (4.169149644303421498e-01+5.540367409530034815e-01j), (8.283122564990402781e-01+9.633314750123371795e-01j), (3.740056000000000000e+09+0.000000000000000000e+00j)
 (7.411750522644293682e-01+3.759733084897499689e-01j), (9.897249261269375209e-01+6.677108176541505236e-01j), (3.782555500000000000e+09+0.000000000000000000e+00j)
 (7.450752728648811773e-01+9.729097638199741827e-01j), (4.761240499175520835e-01+6.570722149068304319e-01j), (3.825055000000000000e+09+0.000000000000000000e+00j)
 (7.908830781594569093e-01+9.568741684304122863e-01j), (1.724949356073454121e-01+4.618742428371872544e-01j), (3.867554500000000000e+09+0.000000000000000000e+00j)
 (6.307067669072263794e-02+5.240978314756727929e-01j), (3.314402498987655266e-01+5.029384235217698729e-01j), (3.910054000000000000e+09+0.000000000000000000e+00j)
 (8.203412384713594241e-01+1.930575253556732207e-01j), (6.111421338977769402e-01+3.470463414579157968e-01j), (3.952553500000000000e+09+0.000000000000000000e+00j)
 (6.312024890522379694e-01+1.469561858389949460e-01j), (1.366620509170036746e-01+2.805638388849667209e-01j), (3.995053000000000000e+09+0.000000000000000000e+00j)
 (7.072542255790540411e-01+1.507255058076545362e-01j), (2.861657415540398430e-01+3.615066192080165219e-01j), (4.037552500000000000e+09+0.000000000000000000e+00j)
 (3.756082247954467546e-01+5.353532007435168882e-01j), (8.024642109546109570e-01+6.498902206712375840e-01j), (4.080052000000000000e+09+0.000000000000000000e+00j)
 (4.484908663769475723e-01+2.936445198822172920e-01j), (2.600385070627441175e-01+6.288868850944968614e-01j), (4.122551500000000000e+09+0.000000000000000000e+00j)
 (6.899649180515917690e-01+6.847941401454937793e-02j), (3.125076436142009140e-01+7.351976621007347834e-01j), (4.165051000000000000e+09+0.000000000000000000e+00j)
 (3.107493705584366550e-01+8.558127288752352957e-01j), (6.677564885438850295e-01+8.216667880913464117e-03j), (4.207550500000000000e+09+0.000000000000000000e+00j)
 (6.235793253801648062e-01+2.535932695473054332e-01j), (1.060352830875767038e-01+5.493475733888016910e-01j), (4.250050000000000000e+09+0.000000000000000000e+00j)
 (6.721463745211974095e-01+1.846399060649672741e-01j), (9.780199915843333924e-01+5.329963647750026734e-01j), (4.292549500000000000e+09+0.000000000000000000e+00j)
 (4.833199276626620744e-03+3.773370372620011848e-01j), (1.924654048398266593e-02+8.492593710524984907e-01j), (4.335049000000000000e+09+0.000000000000000000e+00j)
 (3.292445603439417834e-01+1.366717265755601485e-01j), (2.468683078299616085e-01+7.757324457974056342e-01j), (4.377548500000000000e+09+0.000000000000000000e+00j)
 (6.881609268470423313e-01+6.073530626204363125e-01j), (3.820669312217017666e-02+4.347714825692694518e-02j), (4.420048000000000000e+09+0.000000000000000000e+00j)
 (3.653884921110487349e-01+2.260045032627452377e-01j), (8.038506997708271262e-01+1.012557219550723753e-01j), (4.462547500000000000e+09+0.000000000000000000e+00j)
 (5.996928517040374107e-01+5.912592453330667297e-01j), (4.070867412931592488e-01+1.355281000359148669e-01j), (4.505047000000000000e+09+0.000000000000000000e+00j)
 (2.992435243914082221e-02+8.240327035736453309e-01j), (2.331293294094832769e-01+8.897879363559985100e-01j), (4.547546500000000000e+09+0.000000000000000000e+00j)
 (3.310404924457438502e-01+6.284546286825809513e-01j), (4.445580604473277075e-01+9.169792879871039304e-01j), (4.590046000000000000e+09+0.000000000000000000e+00j)
 (7.185381226435275659e-01+9.761588237370932841e-01j), (5.281515484293389795e-01+7.461594912280221648e-01j), (4.632545500000000000e+09+0.000000000000000000e+00j)
 (2.434602682497792880e-01+6.037299465495057360e-01j), (1.865867005898480535e-02+3.567430442163324056e-01j), (4.675045000000000000e+09+0.000000000000000000e+00j)
 (9.117551568325016342e-01+1.708210394856213288e-02j), (9.619393389578907438e-01+1.606399318434065249e-01j), (4.717544500000000000e+09+0.000000000000000000e+00j)
 (8.746593513256850638e-02+3.837623037967619055e-02j), (9.064943705263495133e-01+1.960415629063898546e-01j), (4.760044000000000000e+09+0.000000000000000000e+00j)
 (1.611535498608420713e-01+2.722204042288338677e-01j), (8.039456123821976385e-01+5.590103284168135289e-01j), (4.802543500000000000e+09+0.000000000000000000e+00j)
 (9.974593966351196217e-01+1.543977183005996734e-01j), (3.824920030121888859e-01+9.347117971040393991e-01j), (4.845043000000000000e+09+0.000000000000000000e+00j)
 (3.253553603202030686e-01+3.590628188096645079e-01j), (9.985978864472744299e-02+1.265104646016723677e-02j), (4.887542500000000000e+09+0.000000000000000000e+00j)
 (4.188093578018210472e-01+9.921234875609535875e-01j), (9.550119973087243253e-01+6.314025579306459246e-02j), (4.930042000000000000e+09+0.000000000000000000e+00j)
 (3.718395600619505137e-01+8.712371985698754706e-01j), (6.552601331910788973e-01+2.882605757827583215e-02j), (4.972541500000000000e+09+0.000000000000000000e+00j)
 (3.172966929809765135e-01+3.315461367716999730e-01j), (6.417900641398618378e-01+3.505242843490424809e-01j), (5.015041000000000000e+09+0.000000000000000000e+00j)
 (8.944887055139557619e-01+9.780619417847301600e-01j), (8.644359378441038855e-01+6.762596820156333566e-01j), (5.057540500000000000e+09+0.000000000000000000e+00j)
 (3.109547947013586722e-01+7.772552422904718261e-01j), (6.410824472106539940e-01+6.778466042527973023e-01j), (5.100040000000000000e+09+0.000000000000000000e+00j)
 (2.447350297168398026e-01+3.088965506238008363e-01j), (3.526294540653215348e-01+1.963936217979606047e-01j), (5.142539500000000000e+09+0.000000000000000000e+00j)
 (8.889160479166670070e-01+2.696772555211884859e-01j), (3.750400589373045213e-01+5.134991926975916998e-01j), (5.185039000000000000e+09+0.000000000000000000e+00j)
 (5.249960657837512423e-01+5.351702536771315577e-01j), (3.811647440548515675e-01+5.208977322250866182e-01j), (5.227538500000000000e+09+0.000000000000000000e+00j)
 (5.330153404787595361e-01+3.882453986202483165e-02j), (3.080902841757207078e-01+3.102654562226363488e-01j), (5.270038000000000000e+09+0.000000000000000000e+00j)
 (1.827608382283892885e-01+9.442993847439441479e-01j), (5.906388857445530327e-01+8.543323859989735425e-01j), (5.312537500000000000e+09+0.000000000000000000e+00j)
 (5.010294969464955672e-01+2.949267208489763092e-01j), (2.787559262684655703e-01+2.290673448212096064e-01j), (5.355037000000000000e+09+0.000000000000000000e+00j)
 (7.409292390092248048e-03+7.372211780063776532e-01j), (5.351397121097859477e-01+7.221149134091651156e-01j), (5.397536500000000000e+09+0.000000000000000000e+00j)
 (4.211491868238363967e-01+3.885702118891773971e-01j), (9.547751554569260390e-01+5.403317942043555089e-01j), (5.440036000000000000e+09+0.000000000000000000e+00j)
 (3.346511194043844117e-02+5.926247311412956575e-01j), (4.890130649507825611e-01+6.042009713935690973e-01j), (5.482535500000000000e+09+0.000000000000000000e+00j)
 (7.621101321578803711e-01+4.731283458984117951e-01j), (2.902493319773780112e-02+2.873570052461795754e-01j), (5.525035000000000000e+09+0.000000000000000000e+00j)
 (3.738296079109959535e-01+5.811267092942357104e-01j), (5.400502762371222065e-01+9.808045234146745006e-01j), (5.567534500000000000e+09+0.000000000000000000e+00j)
 (6.471293077109148140e-01+8.559604456141868267e-01j), (4.533764675030147462e-01+9.168121093316595749e-01j), (5.610034000000000000e+09+0.000000000000000000e+00j)
 (5.561684043415160428e-02+1.265141504823945606e-01j), (8.918649802448010977e-01+1.431396384701293378e-01j), (5.652533500000000000e+09+0.000000000000000000e+00j)
 (6.707052026169112446e-01+7.157099852307932109e-01j), (3.403834249658979072e-01+6.253463640248724253e-01j), (5.695033000000000000e+09+0.000000000000000000e+00j)
 (9.819348704715135101e-01+4.781579385883986122e-01j), (1.491140497239897833e-01+9.431097118061781970e-02j), (5.737532500000000000e+09+0.000000000000000000e+00j)
 (6.508788882098137663e-02+1.193529303425124866e-01j), (4.589980496291978795e-02+1.085779304355595221e-01j), (5.780032000000000000e+09+0.000000000000000000e+00j)
 (4.090921333261852144e-01+2.875707961549257563e-01j), (6.134826370818039498e-01+3.635322767046866854e-01j), (5.822531500000000000e+09+0.000000000000000000e+00j)
 (5.495136557249741260e-01+7.145778231623992616e-01j), (2.503459504788702050e-01+4.599720125064740150e-01j), (5.865031000000000000e+09+0.000000000000000000e+00j)
 (8.693947756418969330e-01+8.552414601134431527e-01j), (3.131079368101630234e-02+2.448977335351548712e-01j), (5.907530500000000000e+09+0.000000000000000000e+00j)
 (1.316264890545894017e-01+5.119077777709568622e-01j), (3.297097263853874249e-01+2.101480258360004516e-01j), (5.950030000000000000e+09+0.000000000000000000e+00j)
 (2.871570560650851256e-01+7.466408618248027151e-01j), (9.426014675355363082e-01+6.865707473144766482e-02j), (5.992529500000000000e+09+0.000000000000000000e+00j)
 (4.653448507889911268e-01+5.810050205156420677e-01j), (6.811848117514852641e-01+8.577984198772273805e-01j), (6.035029000000000000e+09+0.000000000000000000e+00j)
 (6.049757174467196297e-01+7.428274318485441619e-01j), (6.967202510397909609e-01+5.921544229706147133e-01j), (6.077528500000000000e+09+0.000000000000000000e+00j)
 (2.154861545459263450e-01+6.857029863876669129e-01j), (7.861464805364133390e-01+4.135598015410824058e-01j), (6.120028000000000000e+09+0.000000000000000000e+00j)
 (9.615123641413119149e-01+7.778812592988965102e-01j), (6.201745832732155073e-01+7.864150741315732995e-01j), (6.162527500000000000e+09+0.000000000000000000e+00j)
 (8.230816517732971738e-01+6.336089607091288656e-01j), (6.265974702824704812e-01+7.031248832833258966e-01j), (6.205027000000000000e+09+0.000000000000000000e+00j)
 (2.449842539459801127e-02+4.359236100919164913e-01j), (3.515893091706059348e-01+4.707534503944754700e-01j), (6.247526500000000000e+09+0.000000000000000000e+00j)
 (3.221776632867945356e-02+1.124638963395911961e-01j), (7.657054527486525375e-01+6.468214753620653568e-01j), (6.290026000000000000e+09+0.000000000000000000e+00j)
 (8.568168454489454300e-01+1.944485743524237975e-03j), (9.118986742305970061e-01+1.040269023591090525e-01j), (6.332525500000000000e+09+0.000000000000000000e+00j)
 (5.226941905055300097e-01+3.248882098016215858e-01j), (8.832416592204237471e-01+2.065548427154084710e-02j), (6.375025000000000000e+09+0.000000000000000000e+00j)
 (4.759123890150595004e-01+3.429021050147712524e-01j), (8.798800170160094858e-01+4.661883306650782544e-02j), (6.417524500000000000e+09+0.000000000000000000e+00j)
 (5.624450824533188120e-01+6.419486394817697228e-01j), (7.774281402624116932e-02+3.336122061348465451e-01j), (6.460024000000000000e+09+0.000000000000000000e+00j)
 (9.747712228902669640e-01+7.928968437047911877e-02j), (1.768220606765178449e-01+4.049833418635564453e-01j), (6.502523500000000000e+09+0.000000000000000000e+00j)
 (6.791324898658290810e-02+8.874021094815643940e-01j), (2.319693234328573661e-01+2.466563957144020103e-01j), (6.545023000000000000e+09+0.000000000000000000e+00j)
 (8.551577575611529758e-01+5.228259150320410109e-01j), (2.842854200840516654e-03+4.455489988011482883e-01j), (6.587522500000000000e+09+0.000000000000000000e+00j)
 (6.633165229437189003e-01+7.972829157545175960e-01j), (6.538504593885120508e-01+2.298320841550327565e-01j), (6.630022000000000000e+09+0.000000000000000000e+00j)
 (9.706192908152875276e-01+9.286595423529075966e-02j), (3.285421751216989206e-01+9.123977394153264253e-01j), (6.672521500000000000e+09+0.000000000000000000e+00j)
 (1.047658551469646815e-01+5.294202829521642562e-01j), (6.269996186759907442e-02+5.233784430608101612e-02j), (6.715021000000000000e+09+0.000000000000000000e+00j)
 (2.230175890948883355e-01+8.159723228388964245e-01j), (2.342708523831248391e-01+4.340868585068984320e-01j), (6.757520500000000000e+09+0.000000000000000000e+00j)
 (5.891458991037302750e-01+5.132204669558393384e-02j), (4.653346839813754521e-01+1.784331795760747408e-01j), (6.800020000000000000e+09+0.000000000000000000e+00j)
 (9.121288275865411244e-01+3.280043472214092537e-01j), (8.340351970512169810e-01+7.652722668121564320e-01j), (6.842519500000000000e+09+0.000000000000000000e+00j)
 (2.808624748058016207e-01+9.689230244481790155e-01j), (9.714736330472000247e-01+4.167502420843417488e-01j), (6.885019000000000000e+09+0.000000000000000000e+00j)
 (3.186352393067679589e-01+1.612130617073226357e-02j), (7.559713503919405220e-01+9.789222618308535129e-02j), (6.927518500000000000e+09+0.000000000000000000e+00j)
 (3.851002933732353695e-01+3.911167947512389498e-01j), (3.568448461159329232e-01+7.539609118841339441e-02j), (6.970018000000000000e+09+0.000000000000000000e+00j)
 (1.587306585828266448e-01+4.725749669631831296e-01j), (2.008144618497661460e-01+6.358877578931010355e-02j), (7.012517500000000000e+09+0.000000000000000000e+00j)
 (9.102058575785163530e-01+7.234527525554933503e-01j), (6.382939709860793176e-01+9.247123307473169573e-01j), (7.055017000000000000e+09+0.000000000000000000e+00j)
 (2.225577585046412121e-02+9.086251728682694928e-01j), (6.396859563115653291e-02+7.535930708612617046e-01j), (7.097516500000000000e+09+0.000000000000000000e+00j)
 (6.649977099921802193e-01+2.829051677365681527e-01j), (1.978942044024712965e-01+5.465875109279899613e-01j), (7.140016000000000000e+09+0.000000000000000000e+00j)
 (4.927577097902653414e-01+2.439626705621426028e-01j), (9.837049832816734396e-01+5.707135929471114366e-01j), (7.182515500000000000e+09+0.000000000000000000e+00j)
 (7.879857108371560726e-01+8.547417462867158422e-01j), (9.140803926685259206e-01+5.833460275362822856e-01j), (7.225015000000000000e+09+0.000000000000000000e+00j)
 (7.617606164262449298e-01+4.546370302960892618e-01j), (5.203966617871750300e-01+3.414071065331902854e-01j), (7.267514500000000000e+09+0.000000000000000000e+00j)
 (6.275631829427659181e-01+2.993908896080549331e-01j), (8.690456314732714072e-01+7.869030981363471788e-01j), (7.310014000000000000e+09+0.000000000000000000e+00j)
 (7.755208788435583589e-01+1.170754149850784520e-01j), (9.023712872192144463e-01+5.689392478220979266e-01j), (7.352513500000000000e+09+0.000000000000000000e+00j)
 (6.217436001566217785e-01+2.402759304028250220e-01j), (4.275654743580272754e-01+7.991170152419708739e-01j), (7.395013000000000000e+09+0.000000000000000000e+00j)
 (3.731014385329344263e-01+3.671035586708490950e-01j), (4.504175668908807495e-01+1.044295963157633178e-01j), (7.437512500000000000e+09+0.000000000000000000e+00j)
 (2.994788827403616072e-02+7.889845490348171841e-01j), (7.985140779749030360e-01+1.093297062976006373e-02j), (7.480012000000000000e+09+0.000000000000000000e+00j)
 (3.921105556992338093e-01+5.688481105053816433e-01j), (6.066168681367601900e-01+2.037744705282062974e-01j), (7.522511500000000000e+09+0.000000000000000000e+00j)
 (6.888321475273412320e-01+1.903048593317933079e-01j), (4.105149479652724365e-01+1.530016251338618405e-01j), (7.565011000000000000e+09+0.000000000000000000e+00j)
 (8.700221003479945425e-01+5.202308303764968667e-01j), (2.273548123996728121e-01+6.144333060889828335e-02j), (7.607510500000000000e+09+0.000000000000000000e+00j)
 (7.479286515985402728e-01+3.659441253395923077e-01j), (9.934651301999815054e-01+8.997757917063912148e-01j), (7.650010000000000000e+09+0.000000000000000000e+00j)
 (2.170965166074786401e-01+6.639667931370895060e-01j), (1.263263882593061993e-01+2.100764963088630477e-01j), (7.692509500000000000e+09+0.000000000000000000e+00j)
 (7.879893944528919558e-01+6.146297126689974633e-01j), (9.383667295768266525e-01+1.096991887305548419e-01j), (7.735009000000000000e+09+0.000000000000000000e+00j)
 (9.128574814877281618e-01+3.746814658580892576e-01j), (5.873221536622552641e-01+1.996091072177050840e-01j), (7.777508500000000000e+09+0.000000000000000000e+00j)
 (9.334367355618061746e-01+6.952846426289286397e-01j), (9.848311846077814069e-01+2.039739384788763488e-01j), (7.820008000000000000e+09+0.000000000000000000e+00j)
 (6.624053243367278299e-02+7.751062216037948316e-01j), (6.330144424090214939e-01+8.482348256002846254e-01j), (7.862507500000000000e+09+0.000000000000000000e+00j)
 (3.479416837445054034e-01+3.662555478562808942e-01j), (5.475924481000636890e-01+4.491423246893976318e-01j), (7.905007000000000000e+09+0.000000000000000000e+00j)
 (5.050860687746104860e-01+9.572799604230676218e-01j), (8.859717444167498623e-01+8.960559894601504149e-01j), (7.947506500000000000e+09+0.000000000000000000e+00j)
 (5.306467320319917524e-01+6.949122429954558422e-01j), (8.637325909728356121e-01+2.867218076853961239e-02j), (7.990006000000000000e+09+0.000000000000000000e+00j)
 (6.318088450547909574e-01+2.750705995292238581e-01j), (3.545474361615766901e-01+2.107461320064695220e-01j), (8.032505500000000000e+09+0.000000000000000000e+00j)
 (6.888282484141140527e-01+3.348786136576964445e-03j), (5.213730529488034282e-01+6.235089305381092961e-01j), (8.075005000000000000e+09+0.000000000000000000e+00j)
 (9.988263694697919748e-01+2.932312578463731612e-01j), (9.641150533722742111e-01+7.493139963368300460e-01j), (8.117504500000000000e+09+0.000000000000000000e+00j)
 (9.392649420786038927e-01+3.862294404107917689e-01j), (6.958720832557335756e-01+8.746190613648053835e-01j), (8.160004000000000000e+09+0.000000000000000000e+00j)
 (9.402058408336378958e-01+3.838890580301566047e-01j), (9.423332290302440795e-01+5.915030004545862585e-01j), (8.202503500000000000e+09+0.000000000000000000e+00j)
 (5.623516411411622062e-01+1.311295322661576446e-01j), (9.558083215168646785e-01+7.052726152867773157e-01j), (8.245003000000000000e+09+0.000000000000000000e+00j)
 (9.502348006221514876e-01+3.729843591749530951e-01j), (4.587860985697350680e-01+9.803387660504072620e-01j), (8.287502500000000000e+09+0.000000000000000000e+00j)
 (5.064211409813987874e-01+5.083246964915804078e-01j), (1.923886029754687810e-01+4.456465132944472662e-01j), (8.330002000000000000e+09+0.000000000000000000e+00j)
 (2.292887468455090394e-01+6.903986147879896951e-01j), (9.732247338623941646e-01+9.143128434109881741e-01j), (8.372501500000000000e+09+0.000000000000000000e+00j)
 (8.987930242175835582e-01+4.889540207919763626e-01j), (9.233141363988267569e-01+9.931695301764273953e-01j), (8.415001000000000000e+09+0.000000000000000000e+00j)
 (7.769454839775526978e-01+4.566408150530354426e-01j), (6.199508581617425573e-01+3.654985463920529254e-01j), (8.457500500000000000e+09+0.000000000000000000e+00j)
 (3.629887776902788188e-01+3.351196415732727862e-01j), (9.509618866515541225e-01+1.409104435393149224e-02j), (8.500000000000000000e+09+0.000000000000000000e+00j)
 (5.607157969452518653e-01+5.217576953654634586e-01j), (1.979386758960396397e-01+6.426302537083831146e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (3.633148097183163117e-01+3.341273866383011049e-01j), (7.665136709061104447e-02+2.837763347389881119e-01j), (4.259950000000000000e+07+0.000000000000000000e+00j)
 (9.058484732398737194e-01+8.562684369702000531e-01j), (4.819339065455054971e-01+7.760084035894931898e-02j), (8.509900000000000000e+07+0.000000000000000000e+00j)
 (1.513249902653099888e-01+1.316071674879026876e-02j), (4.699124799391265483e-01+8.955648888657491424e-01j), (1.275985000000000000e+08+0.000000000000000000e+00j)
 (1.554558891484330019e-01+2.646953214021521283e-01j), (8.861912075588751492e-01+2.135517659966525983e-01j), (1.700980000000000000e+08+0.000000000000000000e+00j)
 (5.417968101995007668e-02+2.882900812182467298e-01j), (5.937798881714317911e-01+2.156608987904747865e-01j), (2.125975000000000000e+08+0.000000000000000000e+00j)
 (9.272614059681172360e-01+2.112249536705098629e-01j), (5.582214392592257379e-01+1.047296470807275171e-01j), (2.550970000000000000e+08+0.000000000000000000e+00j)
 (9.796258121833879562e-01+4.426477991093801245e-01j), (7.212881397875314793e-01+7.030125637613741096e-01j), (2.975965000000000000e+08+0.000000000000000000e+00j)
 (9.015648133910366679e-01+3.673216550502844679e-01j), (8.567992075651315043e-01+8.053902318246255465e-01j), (3.400960000000000000e+08+0.000000000000000000e+00j)
 (4.761018831804464391e-03+7.702835164846341121e-01j), (8.838929503403684107e-01+8.920192322387462402e-01j), (3.825955000000000000e+08+0.000000000000000000e+00j)
 (8.038790608282708749e-02+6.212906637010592314e-01j), (7.319836133579566972e-01+9.099898981030746237e-01j), (4.250950000000000000e+08+0.000000000000000000e+00j)
 (5.264989638133324990e-01+2.725958496464394587e-01j), (3.806251549894010822e-01+9.659726746746379877e-01j), (4.675945000000000000e+08+0.000000000000000000e+00j)
 (7.469905992545966544e-02+6.798636986877322208e-01j), (1.156744916900344089e-01+5.738246700389610933e-01j), (5.100940000000000000e+08+0.000000000000000000e+00j)
 (2.043145898643492497e-01+8.011524029478693798e-01j), (5.232846774376489485e-01+4.977585581794164993e-01j), (5.525935000000000000e+08+0.000000000000000000e+00j)
 (1.563212539382852206e-02+7.851035681393836452e-02j), (6.783451396184231319e-01+8.668356362647764435e-01j), (5.950930000000000000e+08+0.000000000000000000e+00j)
 (7.885744357373506430e-01+4.488147373651282246e-01j), (3.324725671206172350e-01+5.648066818973425107e-01j), (6.375925000000000000e+08+0.000000000000000000e+00j)
 (7.521528229641287755e-01+5.091383623279517323e-01j), (2.033463273719446907e-01+2.152629033650265145e-01j), (6.800920000000000000e+08+0.000000000000000000e+00j)
 (7.257257918200455959e-01+3.558143078748596810e-01j), (5.065971505887857385e-01+6.899696971093466358e-01j), (7.225915000000000000e+08+0.000000000000000000e+00j)
 (7.892483666760119476e-01+2.496118708804170305e-01j), (2.598674241470693147e-01+4.947940690363705762e-01j), (7.650910000000000000e+08+0.000000000000000000e+00j)
 (9.144238611963940722e-01+5.186871233970627992e-01j), (8.772633408610619465e-02+4.199429283275546432e-02j), (8.075905000000000000e+08+0.000000000000000000e+00j)
