# freq,S11,S22
 (8.679228790075068645e-01+3.608100881203011312e-01j), (8.895734491498787921e-01+1.618736266895901554e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (6.648456115026237789e-01+6.585832779413837157e-01j), (2.445403873555953567e-01+1.252018952124629436e-01j), (3.952553500000000000e+09+0.000000000000000000e+00j)
 (8.649735545673133963e-01+3.466550862746932138e-01j), (3.311654532042812571e-01+3.759552658989980811e-01j), (3.995053000000000000e+09+0.000000000000000000e+00j)
 (2.204852928801054324e-01+8.317202009782870276e-01j), (6.370781913464222956e-01+9.790467066094521442e-02j), (4.037552500000000000e+09+0.000000000000000000e+00j)
 (3.345816995989023823e-01+2.648948821993509783e-01j), (7.005831741728344442e-01+2.616450050211719391e-01j), (4.080052000000000000e+09+0.000000000000000000e+00j)
 (4.060726007670893978e-01+2.828002168618224399e-01j), (8.368021476564889705e-01+1.856723108927623711e-01j), (4.122551500000000000e+09+0.000000000000000000e+00j)
 (8.669119055168156285e-01+7.891111670112714860e-01j), (4.549225792090342280e-01+4.006543364324408607e-01j), (4.165051000000000000e+09+0.000000000000000000e+00j)
 (7.929732993880728165e-01+9.059182858419444484e-01j), (9.504285154815605985e-02+8.454741155362626159e-01j), (4.207550500000000000e+09+0.000000000000000000e+00j)
 (5.123946586449021900e-01+9.878878292153446816e-01j), (8.910738988607613820e-02+1.900420337808407245e-01j), (4.250050000000000000e+09+0.000000000000000000e+00j)
 (9.320575137575687341e-01+6.258115536317986338e-01j), (4.267627927894166451e-01+3.087428345120142303e-01j), (4.292549500000000000e+09+0.000000000000000000e+00j)
 (1.435060495026373451e-01+4.460939674276697131e-01j), (1.783279726436435286e-01+6.219315518905443874e-02j), (4.335049000000000000e+09+0.000000000000000000e+00j)
 (7.992911971534939486e-01+9.891022327635698996e-01j), (1.302883506758762966e-01+3.044139838133196330e-01j), (4.377548500000000000e+09+0.000000000000000000e+00j)
 (2.695596921431044901e-01+4.619955690473442900e-02j), (4.854719272114436102e-01+3.248348940034857524e-01j), (4.420048000000000000e+09+0.000000000000000000e+00j)
 (1.828170817449656926e-01+9.637732725831460456e-02j), (4.349700124957878167e-01+8.993982014183051765e-01j), (4.462547500000000000e+09+0.000000000000000000e+00j)
 (6.224484653354481756e-01+5.604800889437219213e-01j), (3.729196516485300261e-02+8.306328133060030261e-01j), (4.505047000000000000e+09+0.000000000000000000e+00j)
 (1.071616623286830716e-01+2.999588133271835488e-01j), (2.016817030563877733e-02+8.223805592261060893e-01j), (4.547546500000000000e+09+0.000000000000000000e+00j)
 (7.189796035828921461e-03+9.025384994251657300e-01j), (3.098916562034058630e-01+1.252008198904700498e-01j), (4.590046000000000000e+09+0.000000000000000000e+00j)
 (6.587199237927565676e-01+1.608193961045832898e-01j), (6.738236566019667473e-01+9.003475715529130063e-02j), (4.632545500000000000e+09+0.000000000000000000e+00j)
 (1.813231218378740239e-01+1.841929770197547889e-02j), (4.847053201468436434e-01+3.824781768016588535e-01j), (4.675045000000000000e+09+0.000000000000000000e+00j)
 (5.635756914379136395e-01+3.693131150030336540e-01j), (1.278552463119464466e-02+8.445767606917590209e-01j), (4.717544500000000000e+09+0.000000000000000000e+00j)
 (5.422945336555559104e-01+6.180667704278552943e-02j), (2.925147402945017516e-01+3.443649799976680193e-01j), (4.760044000000000000e+09+0.000000000000000000e+00j)
 (3.471328212151799653e-01+4.256320800194549614e-01j), (1.300286167839032059e-01+9.100219198215160343e-01j), (4.802543500000000000e+09+0.000000000000000000e+00j)
 (1.742518562287264094e-01+8.248451482733289986e-01j), (9.426383039464555358e-01+5.076799912723028996e-01j), (4.845043000000000000e+09+0.000000000000000000e+00j)
 (6.541262249338460899e-01+2.236338593988640433e-02j), (6.682311111130659897e-01+9.362769357629763256e-01j), (4.887542500000000000e+09+0.000000000000000000e+00j)
 (2.336636284441938605e-01+1.129385047251212359e-01j), (9.713056993036212061e-01+8.385233254037085526e-01j), (4.930042000000000000e+09+0.000000000000000000e+00j)
 (4.313761974231148377e-01+5.921611732019879115e-01j), (2.675779885964034710e-01+2.152422584639507308e-01j), (4.972541500000000000e+09+0.000000000000000000e+00j)
 (9.842012001252801179e-01+8.543526571255013469e-01j), (9.164807969568403712e-01+6.744094856929039317e-02j), (5.015041000000000000e+09+0.000000000000000000e+00j)
 (3.094772515317775197e-01+6.596819620193720146e-01j), (8.570026324913362359e-01+3.543499713448250432e-03j), (5.057540500000000000e+09+0.000000000000000000e+00j)
 (9.856564634280859938e-01+8.659736006578588885e-01j), (1.486768255345627399e-01+7.520812377477313904e-01j), (5.100040000000000000e+09+0.000000000000000000e+00j)
 (6.385205186287664647e-01+3.883585353837485377e-01j), (1.624698813602585279e-01+9.644204050243294635e-01j), (5.142539500000000000e+09+0.000000000000000000e+00j)
 (2.723558812027719878e-01+7.137569712578554215e-01j), (8.376749580236549919e-01+6.819659081002872325e-01j), (5.185039000000000000e+09+0.000000000000000000e+00j)
 (1.922370025986501751e-01+2.065229462292261786e-01j), (7.763046538683832098e-01+5.327897535898100667e-01j), (5.227538500000000000e+09+0.000000000000000000e+00j)
 (9.497945874446367398e-01+2.943067310055971220e-01j), (2.277214677194902004e-01+1.685204000415355674e-01j), (5.270038000000000000e+09+0.000000000000000000e+00j)
 (8.168268798333766512e-01+4.104157741662479708e-01j), (9.303428672522120468e-01+5.823750969967159685e-01j), (5.312537500000000000e+09+0.000000000000000000e+00j)
 (2.762457880326832926e-01+5.251606032019315862e-01j), (4.737854346887505619e-01+3.204124469725914137e-01j), (5.355037000000000000e+09+0.000000000000000000e+00j)
 (2.734803159981427090e-01+6.933804951401428829e-01j), (6.343054005195728484e-01+3.808346501250656768e-01j), (5.397536500000000000e+09+0.000000000000000000e+00j)
 (8.004545998849775801e-01+1.994497101070636935e-01j), (9.477384771987116263e-01+2.548354061479900512e-01j), (5.440036000000000000e+09+0.000000000000000000e+00j)
 (8.021407028337125267e-01+5.529751064385102222e-02j), (1.714573677368859128e-01+2.929639148883532718e-01j), (5.482535500000000000e+09+0.000000000000000000e+00j)
 (4.406017547494734954e-01+1.575287698797790403e-01j), (3.623844031455215609e-01+7.869771695247920196e-01j), (5.525035000000000000e+09+0.000000000000000000e+00j)
 (9.028114228473702596e-01+2.005121157483191752e-02j), (2.295297922457413264e-01+7.144023453716064065e-01j), (5.567534500000000000e+09+0.000000000000000000e+00j)
 (8.349608540792499145e-01+5.724661228749905462e-01j), (4.489782720225509172e-01+2.508202943399560070e-01j), (5.610034000000000000e+09+0.000000000000000000e+00j)
 (2.255436212946129171e-01+1.495328121484814643e-01j), (7.720269461534057243e-01+4.018837892610717111e-01j), (5.652533500000000000e+09+0.000000000000000000e+00j)
 (6.587188964997769958e-03+4.815253664678685874e-01j), (1.106576750529175701e-02+2.409238144483892841e-01j), (5.695033000000000000e+09+0.000000000000000000e+00j)
 (1.047135410628636798e-01+8.487640258757478406e-02j), (3.221528857900578524e-01+6.866957969895948199e-01j), (5.737532500000000000e+09+0.000000000000000000e+00j)
 (1.396390430906344626e-01+2.689521974787869585e-01j), (5.616836219421971199e-01+3.353109184344993388e-01j), (5.780032000000000000e+09+0.000000000000000000e+00j)
 (2.005731460801457589e-01+2.662252708337123908e-01j), (3.870381833551180817e-01+8.691505510366153153e-01j), (5.822531500000000000e+09+0.000000000000000000e+00j)
 (3.811564078569357195e-01+1.203450075237443295e-01j), (6.289119947999128879e-01+7.543195599093277526e-02j), (5.865031000000000000e+09+0.000000000000000000e+00j)
 (8.912159171951095082e-01+2.407404793621896744e-01j), (5.369734173763519580e-01+4.401206274952281783e-01j), (5.907530500000000000e+09+0.000000000000000000e+00j)
 (6.783522213907544618e-01+4.248343164901727809e-01j), (2.665431682014490766e-01+5.758130010331197202e-02j), (5.950030000000000000e+09+0.000000000000000000e+00j)
 (7.837270091282124707e-01+4.152881443878210233e-01j), (4.162221144347584278e-01+3.236936690444152109e-01j), (5.992529500000000000e+09+0.000000000000000000e+00j)
 (2.779129833536362337e-01+6.141471490180561155e-01j), (2.443732659711285171e-01+1.425456289197070125e-01j), (6.035029000000000000e+09+0.000000000000000000e+00j)
 (6.598329859627993788e-02+5.578455322855228049e-01j), (8.407267788925750773e-01+6.999171269308760435e-01j), (6.077528500000000000e+09+0.000000000000000000e+00j)
 (7.489449004081000227e-01+7.459823956061696348e-01j), (6.324345644690446688e-01+4.751005059702935185e-01j), (6.120028000000000000e+09+0.000000000000000000e+00j)
 (8.414543825080004202e-01+7.699019278978194158e-01j), (5.998717392124365277e-01+8.057363253884997079e-01j), (6.162527500000000000e+09+0.000000000000000000e+00j)
 (1.725291853469747005e-01+9.922537861806625115e-01j), (4.308005185325365360e-01+1.640039947781013474e-01j), (6.205027000000000000e+09+0.000000000000000000e+00j)
 (6.155534274159335517e-01+5.736162020635515724e-02j), (8.764877755910737145e-01+4.532600084827369535e-01j), (6.247526500000000000e+09+0.000000000000000000e+00j)
 (9.686122427994583450e-01+4.090377922112998776e-01j), (6.183464643120791804e-01+1.203356909274226894e-01j), (6.290026000000000000e+09+0.000000000000000000e+00j)
 (2.510485202498146107e-01+5.983058872310331733e-02j), (9.071138707100984133e-01+9.156437783039039768e-02j), (6.332525500000000000e+09+0.000000000000000000e+00j)
 (4.961693158242020951e-01+2.756262392959537566e-01j), (6.640608165072248159e-01+3.385792499171471626e-01j), (6.375025000000000000e+09+0.000000000000000000e+00j)
 (3.570446178709028029e-01+8.499815381614124199e-01j), (5.281294741494892975e-01+1.509500398317201730e-01j), (6.417524500000000000e+09+0.000000000000000000e+00j)
 (9.389089576291572703e-01+6.284748155799664282e-01j), (7.941676502102928970e-01+5.499422298374940787e-01j), (6.460024000000000000e+09+0.000000000000000000e+00j)
 (9.938678443033046594e-01+1.143176430833836577e-03j), (6.198517584549343429e-01+1.277073795526939559e-01j), (6.502523500000000000e+09+0.000000000000000000e+00j)
 (7.104509978932109782e-01+8.523947149734574236e-01j), (2.392813695920765760e-01+8.687554803679878868e-01j), (6.545023000000000000e+09+0.000000000000000000e+00j)
 (7.047616275691859222e-02+2.255444774082431270e-01j), (5.610907246246009672e-01+9.553249897452973372e-01j), (6.587522500000000000e+09+0.000000000000000000e+00j)
 (8.547791802297992625e-01+2.079449565518132204e-02j), (2.428407897379936120e-02+9.207776092499884157e-01j), (6.630022000000000000e+09+0.000000000000000000e+00j)
 (8.099012393894844397e-01+5.455910245297603822e-01j), (6.527528093356638195e-01+5.924473250281360182e-01j), (6.672521500000000000e+09+0.000000000000000000e+00j)
 (6.098103995986534631e-01+3.326066248580163975e-01j), (4.570827556189960283e-01+1.795031198309483544e-01j), (6.715021000000000000e+09+0.000000000000000000e+00j)
 (3.322412273701196295e-01+1.954068393686061444e-01j), (4.738756413704244830e-01+8.716620949270975638e-01j), (6.757520500000000000e+09+0.000000000000000000e+00j)
 (2.251320827906065913e-01+1.952799611900071231e-01j), (5.552639338362792554e-01+7.104728529019246341e-01j), (6.800020000000000000e+09+0.000000000000000000e+00j)
 (1.852767768802006110e-01+6.629743761706969885e-01j), (8.659487496881734803e-01+2.567330972952639456e-01j), (6.842519500000000000e+09+0.000000000000000000e+00j)
 (8.310417994973456901e-01+2.162355359427593493e-01j), (1.374709230556202533e-01+5.991536788077702624e-01j), (6.885019000000000000e+09+0.000000000000000000e+00j)
 (7.500293802432057566e-01+7.934935270039137345e-01j), (8.810240132952285030e-02+8.589946642432799706e-01j), (6.927518500000000000e+09+0.000000000000000000e+00j)
 (1.211386358134003416e-02+9.747745634928773883e-01j), (1.755132099726780526e-01+5.612540913406552923e-01j), (6.970018000000000000e+09+0.000000000000000000e+00j)
 (3.234739657492320397e-01+8.240057930471436087e-01j), (2.841307366983560900e-01+3.906442690724440947e-01j), (7.012517500000000000e+09+0.000000000000000000e+00j)
 (2.758971460140690057e-01+8.530101223412410727e-01j), (3.462614775628759523e-01+1.224187826068428020e-01j), (7.055017000000000000e+09+0.000000000000000000e+00j)
 (9.162629612994588335e-02+7.748933249586924532e-01j), (4.722535786981241213e-02+9.475879507651325806e-01j), (7.097516500000000000e+09+0.000000000000000000e+00j)
 (9.149516871518378336e-01+8.648194921036306271e-01j), (2.183966833734739543e-01+7.200077645588054409e-01j), (7.140016000000000000e+09+0.000000000000000000e+00j)
 (5.895328918469789903e-01+8.909660374320271803e-02j), (4.945941734777833387e-01+2.892848509968284354e-01j), (7.182515500000000000e+09+0.000000000000000000e+00j)
 (3.318929053605186308e-01+7.520743776036553641e-02j), (9.973812661224127352e-01+6.925935500000923728e-02j), (7.225015000000000000e+09+0.000000000000000000e+00j)
 (4.621668994153296239e-01+4.716953227983052832e-01j), (3.813871036878370147e-01+2.356035353483487693e-01j), (7.267514500000000000e+09+0.000000000000000000e+00j)
 (6.692662702506921857e-01+8.850562144181307600e-01j), (5.351216629278157111e-01+6.339462171204072183e-01j), (7.310014000000000000e+09+0.000000000000000000e+00j)
 (5.899978753149431876e-01+7.593806300671742671e-01j), (9.990260864641795635e-01+4.759168329459662061e-03j), (7.352513500000000000e+09+0.000000000000000000e+00j)
 (4.680950717168376185e-01+6.377318613046757401e-01j), (1.226768771133158742e-01+6.509545558314459024e-01j), (7.395013000000000000e+09+0.000000000000000000e+00j)
 (8.233233220304535527e-01+2.742938384242262773e-01j), (8.734887766996085601e-01+3.247729770585295883e-01j), (7.437512500000000000e+09+0.000000000000000000e+00j)
 (3.102877190203600088e-01+8.061373146125776490e-01j), (6.910748226178631270e-01+6.911583696435661395e-01j), (7.480012000000000000e+09+0.000000000000000000e+00j)
 (7.145210767169474231e-01+6.128822136673781618e-01j), (2.206484620452316969e-01+7.146350642274064136e-01j), (7.522511500000000000e+09+0.000000000000000000e+00j)
 (1.553872782388513452e-01+9.161491035816740069e-01j), (9.486758721246644210e-01+3.447618795001785585e-01j), (7.565011000000000000e+09+0.000000000000000000e+00j)
 (6.982003288866133195e-01+6.526032324855117750e-01j), (3.890177108687616903e-01+6.401363385352654145e-01j), (7.607510500000000000e+09+0.000000000000000000e+00j)
 (8.339630860892992548e-01+7.801010285993970061e-02j), (2.228533385461156646e-01+2.493797213554471703e-01j), (7.650010000000000000e+09+0.000000000000000000e+00j)
 (5.404030100755536914e-01+6.745475005708174709e-01j), (9.995404269395791186e-02+1.369100115358243830e-01j), (7.692509500000000000e+09+0.000000000000000000e+00j)
 (9.338016821387085109e-02+3.124619780545024872e-01j), (6.948268474145157247e-01+7.824492385888309753e-01j), (7.735009000000000000e+09+0.000000000000000000e+00j)
 (4.431795706518574240e-01+9.360724352282046024e-01j), (5.239320879319994129e-01+8.299514834736293478e-01j), (7.777508500000000000e+09+0.000000000000000000e+00j)
 (4.182988027654155339e-02+3.581147933831326791e-01j), (4.154024485676133249e-02+4.909829722857190770e-01j), (7.820008000000000000e+09+0.000000000000000000e+00j)
 (9.705851083268199897e-01+1.935089460999891431e-01j), (9.346073221514994422e-01+2.906400300103264556e-01j), (7.862507500000000000e+09+0.000000000000000000e+00j)
 (2.581856949848454486e-01+3.091923473419072588e-01j), (6.742161861591736693e-01+5.338020365224547259e-01j), (7.905007000000000000e+09+0.000000000000000000e+00j)
 (7.889213869497206932e-01+2.635743708027804555e-01j), (3.098947874710710204e-01+4.948437712976577751e-01j), (7.947506500000000000e+09+0.000000000000000000e+00j)
 (6.956420013714530448e-01+2.250148109704602772e-01j), (8.551174313554914530e-01+1.595512034208598218e-01j), (7.990006000000000000e+09+0.000000000000000000e+00j)
 (6.839348188318309374e-01+1.316398428821025091e-01j), (1.120552336017740513e-01+9.449604110299874016e-01j), (8.032505500000000000e+09+0.000000000000000000e+00j)
 (1.433203754153908882e-01+1.107294630390687207e-02j), (8.578745631405068073e-01+7.069188124395522355e-01j), (8.075005000000000000e+09+0.000000000000000000e+00j)
 (9.499146846830291979e-01+2.670815371488092227e-01j), (4.287724994172121828e-01+9.361992755149810552e-01j), (8.117504500000000000e+09+0.000000000000000000e+00j)
 (4.815193746576929001e-02+5.072864193191648496e-01j), (1.560919475962063707e-02+1.471511966286154216e-02j), (8.160004000000000000e+09+0.000000000000000000e+00j)
 (2.220907082902088270e-01+8.919535126361105570e-01j), (2.934195115623361438e-01+3.016081896144932051e-01j), (8.202503500000000000e+09+0.000000000000000000e+00j)
 (4.637251692058805830e-01+5.713536096236911943e-01j), (1.047271824724327338e-02+3.255093973462288570e-01j), (8.245003000000000000e+09+0.000000000000000000e+00j)
 (1.184988751856329570e-01+6.105877904618202123e-01j), (3.286540972421614359e-01+3.075245155451122869e-01j), (8.287502500000000000e+09+0.000000000000000000e+00j)
 (7.102536378878168133e-01+6.749273729377730513e-01j), (2.753168313441481940e-01+9.872663099383967023e-01j), (8.330002000000000000e+09+0.000000000000000000e+00j)
 (8.729921280248631454e-01+2.114929243732006636e-01j), (8.478619679044635538e-01+2.639645482941780363e-01j), (8.372501500000000000e+09+0.000000000000000000e+00j)
 (5.046084596715643134e-01+9.508491470155425729e-01j), (7.242505964600185475e-01+1.526643501167347372e-01j), (8.415001000000000000e+09+0.000000000000000000e+00j)
 (1.083598643114449533e-01+4.947223041470435456e-01j), (5.987727199049571736e-01+6.987462066285399231e-02j), (8.457500500000000000e+09+0.000000000000000000e+00j)
 (1.767152546457976259e-01+9.822022522400297717e-01j), (9.369282125843203524e-03+2.837013319986056992e-01j), (8.500000000000000000e+09+0.000000000000000000e+00j)
 (6.554738663468839821e-02+7.838319614551485515e-01j), (2.760196018308599397e-01+2.127962484754775119e-03j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (4.078762235411947934e-02+6.868243060112010356e-01j), (7.854084645025716238e-02+7.234275257267511750e-01j), (4.259950000000000000e+07+0.000000000000000000e+00j)
 (5.227522909071605772e-01+5.841413517208544626e-01j), (8.389314977285927677e-01+6.491444353774129539e-01j), (8.509900000000000000e+07+0.000000000000000000e+00j)
 (9.027212156208788141e-01+8.663655231846613125e-01j), (5.653020792320979648e-01+1.728074976142932595e-01j), (1.275985000000000000e+08+0.000000000000000000e+00j)
 (3.389470510575164353e-01+2.565825608284676429e-01j), (9.184852288606150106e-01+6.622315453064907542e-01j), (1.700980000000000000e+08+0.000000000000000000e+00j)
 (3.436913749031902388e-01+5.103292973079250894e-01j), (2.383060133370612510e-01+3.713846955556951990e-01j), (2.125975000000000000e+08+0.000000000000000000e+00j)
 (4.227364227259315932e-01+6.029707807276005749e-01j), (5.000915589067821410e-01+5.110696031153290075e-01j), (2.550970000000000000e+08+0.000000000000000000e+00j)
 (5.992702652815969921e-01+3.764817041069243864e-01j), (3.983285493002073352e-01+9.183278684495528310e-01j), (2.975965000000000000e+08+0.000000000000000000e+00j)
 (6.985966385608859408e-01+1.659550298574451466e-01j), (5.500840470459894549e-01+4.598188886155859523e-01j), (3.400960000000000000e+08+0.000000000000000000e+00j)
 (2.387409206140518325e-01+9.585425579160870013e-01j), (7.858407316906886875e-01+1.947262190903279455e-01j), (3.825955000000000000e+08+0.000000000000000000e+00j)
 (3.556310908024151729e-02+7.834130229118934086e-01j), (3.511939893500870546e-02+9.281610803676417776e-01j), (4.250950000000000000e+08+0.000000000000000000e+00j)
 (3.181111804567395840e-01+2.457025739175157097e-01j), (4.336143152303861825e-02+9.804777362131655849e-02j), (4.675945000000000000e+08+0.000000000000000000e+00j)
 (3.416350150880290704e-01+4.143307921633470059e-01j), (8.086062910427416206e-01+2.585156588321568805e-01j), (5.100940000000000000e+08+0.000000000000000000e+00j)
 (1.772260111283573414e-01+2.497800486416642540e-01j), (1.424286047978160497e-01+4.354717273030657143e-01j), (5.525935000000000000e+08+0.000000000000000000e+00j)
 (3.616893398440979013e-02+8.756973196517182645e-01j), (9.564206260025716055e-01+8.001405190218363606e-01j), (5.950930000000000000e+08+0.000000000000000000e+00j)
 (4.331523921239933683e-01+6.619794265539649114e-01j), (8.575441407396222626e-02+5.828107539621395494e-01j), (6.375925000000000000e+08+0.000000000000000000e+00j)
 (2.605261841275379187e-01+2.119342493469356103e-02j), (6.473081424322585375e-01+5.648074126970126230e-01j), (6.800920000000000000e+08+0.000000000000000000e+00j)
 (2.025367953745426108e-01+9.220363941469250646e-01j), (5.294905792937159017e-01+8.858791744367428000e-01j), (7.225915000000000000e+08+0.000000000000000000e+00j)
 (8.681055686375478420e-01+6.764926155171384625e-01j), (5.063322791290028047e-01+5.960039003982815498e-01j), (7.650910000000000000e+08+0.000000000000000000e+00j)
 (9.825246584881353051e-02+9.144869616027432313e-01j), (1.227722556589794234e-01+8.174297860221459988e-01j), (8.075905000000000000e+08+0.000000000000000000e+00j)
 (1.404775678624112789e-01+5.729266785095129544e-01j), (1.523074896094073205e-01+1.032739992124807049e-01j), (8.500900000000000000e+08+0.000000000000000000e+00j)
 (4.277563625787983437e-01+9.842197996005395133e-01j), (2.882760643811378420e-01+8.424617949325668986e-01j), (8.925895000000000000e+08+0.000000000000000000e+00j)
 (5.709548319774836456e-01+5.560334481448164778e-01j), (4.603266436421593610e-02+5.497371803918182920e-02j), (9.350890000000000000e+08+0.000000000000000000e+00j)
 (7.828405559817721571e-01+6.388216632968930497e-01j), (1.126590592441351069e-01+9.992537920878321600e-01j), (9.775885000000000000e+08+0.000000000000000000e+00j)
 (9.978420388999076351e-01+2.266311676807817310e-01j), (1.877998060548345949e-01+8.478238442441928813e-01j), (1.020088000000000000e+09+0.000000000000000000e+00j)
 (4.633744894618884169e-01+3.844165120960607585e-02j), (7.128003707852681448e-01+2.850886908575295253e-01j), (1.062587500000000000e+09+0.000000000000000000e+00j)
 (6.390849276311552085e-01+4.734472189121297081e-02j), (7.375638829273821750e-01+1.823140567276806401e-01j), (1.105087000000000000e+09+0.000000000000000000e+00j)
 (6.737120684872648368e-01+9.281085522954061195e-01j), (2.942115790231079053e-01+1.541322618773863784e-01j), (1.147586500000000000e+09+0.000000000000000000e+00j)
 (9.501186532231727933e-01+1.875444205158470767e-01j), (4.521020370802920629e-01+3.930453558670812253e-01j), (1.190086000000000000e+09+0.000000000000000000e+00j)
 (3.375455810926216715e-01+5.955722237750346038e-01j), (4.657845128989455130e-01+6.903120028981291068e-02j), (1.232585500000000000e+09+0.000000000000000000e+00j)
 (3.479101952603965708e-01+2.417843236658179240e-02j), (3.691042428899070638e-01+9.899671068899164039e-01j), (1.275085000000000000e+09+0.000000000000000000e+00j)
 (7.352809838895600913e-01+3.694612086983014576e-01j), (1.124341614205065509e-01+6.996423884976030738e-01j), (1.317584500000000000e+09+0.000000000000000000e+00j)
 (3.883468666215184051e-01+6.799654748784333957e-02j), (2.774893564144197411e-01+6.014075052947490674e-01j), (1.360084000000000000e+09+0.000000000000000000e+00j)
 (9.554720593259470318e-01+2.638922729468489159e-01j), (4.196577221677694203e-01+5.661511684926533450e-01j), (1.402583500000000000e+09+0.000000000000000000e+00j)
 (5.109131383584231134e-01+5.325028555283780607e-01j), (2.461171852813026639e-01+4.710684201233202861e-01j), (1.445083000000000000e+09+0.000000000000000000e+00j)
 (9.600704609883826679e-01+9.808928143894239948e-01j), (9.916770408985272622e-01+4.015719623858214904e-01j), (1.487582500000000000e+09+0.000000000000000000e+00j)
 (1.298803440995434100e-01+7.948545192391986980e-01j), (3.152666079677977073e-01+8.242842346297812872e-01j), (1.530082000000000000e+09+0.000000000000000000e+00j)
 (3.144502431758221528e-01+6.654279084653405008e-01j), (3.849855717884463902e-01+5.493202339815883573e-01j), (1.572581500000000000e+09+0.000000000000000000e+00j)
 (2.104818011852649384e-02+1.810924020452417960e-01j), (6.234688988444871960e-01+4.603684059386443650e-01j), (1.615081000000000000e+09+0.000000000000000000e+00j)
 (9.181146592621717284e-01+4.408661438124217291e-01j), (9.435268101701658194e-01+4.393224111869299398e-01j), (1.657580500000000000e+09+0.000000000000000000e+00j)
 (6.270269089368251114e-01+6.830236067538257849e-01j), (7.768081213234975246e-01+8.180839927063211503e-01j), (1.700080000000000000e+09+0.000000000000000000e+00j)
 (1.624331648330096245e-01+8.088386710714731143e-01j), (2.959515159395610384e-01+7.647693867859947092e-01j), (1.742579500000000000e+09+0.000000000000000000e+00j)
 (4.276455113356523174e-01+8.416060682699716411e-01j), (9.305111261964278402e-01+1.325886047213895580e-01j), (1.785079000000000000e+09+0.000000000000000000e+00j)
 (3.076718571125746093e-01+6.324291814876498163e-01j), (4.795671039935067714e-02+3.898725219412169096e-02j), (1.827578500000000000e+09+0.000000000000000000e+00j)
 (7.075790520507012626e-01+8.560678313932105210e-01j), (9.615703414602555510e-01+4.479201603742655191e-01j), (1.870078000000000000e+09+0.000000000000000000e+00j)
 (1.370362580273509767e-01+3.560572383315915301e-01j), (8.998756108412743204e-01+5.231026556935375327e-01j), (1.912577500000000000e+09+0.000000000000000000e+00j)
 (1.768596086104435861e-01+9.640490495769989954e-01j), (2.754419432727331918e-01+8.404866577831862084e-01j), (1.955077000000000000e+09+0.000000000000000000e+00j)
 (5.472999239803506555e-01+9.500250198680867397e-01j), (6.292932770611187054e-01+3.179037088831923041e-01j), (1.997576500000000000e+09+0.000000000000000000e+00j)
 (8.726573239978218099e-01+1.577524099431836246e-01j), (9.305483007931341088e-01+1.911234527760792279e-01j), (2.040076000000000000e+09+0.000000000000000000e+00j)
 (3.150434706705936838e-01+7.077844570907722010e-01j), (3.563159926841344971e-01+8.398644677807830528e-01j), (2.082575500000000000e+09+0.000000000000000000e+00j)
 (6.149344907617372291e-01+2.403844964903786297e-01j), (2.376636887940692944e-01+8.191592549733063278e-01j), (2.125075000000000000e+09+0.000000000000000000e+00j)
 (1.502408872997755829e-01+6.481623533682556726e-01j), (6.151572504572289102e-01+1.975085731705463754e-01j), (2.167574500000000000e+09+0.000000000000000000e+00j)
 (6.660741502870232145e-01+3.393132533978232557e-01j), (7.725459552258973073e-01+8.692666475584726049e-01j), (2.210074000000000000e+09+0.000000000000000000e+00j)
 (4.126316516918259181e-01+1.418223276367861496e-01j), (8.886816336202209010e-01+9.297822130815445174e-01j), (2.252573500000000000e+09+0.000000000000000000e+00j)
 (5.270785601921057495e-01+6.854937578132267451e-01j), (4.277387678343995692e-01+5.242433418518538391e-01j), (2.295073000000000000e+09+0.000000000000000000e+00j)
 (4.968047694371068301e-01+4.660021109307318499e-01j), (2.146687969639184956e-01+5.359884831660927107e-01j), (2.337572500000000000e+09+0.000000000000000000e+00j)
 (9.404492284321840367e-01+5.043578509091708462e-01j), (4.198628750646719032e-01+9.224490793713449044e-01j), (2.380072000000000000e+09+0.000000000000000000e+00j)
 (9.872549757182909058e-01+1.255599808910635717e-01j), (1.760194806650110522e-01+6.842306147411132411e-01j), (2.422571500000000000e+09+0.000000000000000000e+00j)
 (1.852455270790074326e-01+1.080918008863644975e-01j), (3.390913213027703099e-01+3.099846470856648661e-02j), (2.465071000000000000e+09+0.000000000000000000e+00j)
 (4.647026727884228103e-01+2.180925617742327516e-01j), (1.959528495874138798e-01+8.198272972291410499e-01j), (2.507570500000000000e+09+0.000000000000000000e+00j)
 (6.447665597867981990e-01+1.166404307826801601e-01j), (1.280358247864334942e-01+4.340154097360057195e-01j), (2.550070000000000000e+09+0.000000000000000000e+00j)
 (9.321652150767116840e-01+9.634317640346126144e-01j), (1.909538896387967810e-01+3.801577796286537136e-03j), (2.592569500000000000e+09+0.000000000000000000e+00j)
 (8.092276120313248722e-01+3.368360100737030072e-01j), (7.959970621910964494e-01+5.030392155916710850e-01j), (2.635069000000000000e+09+0.000000000000000000e+00j)
 (8.130446515333920043e-01+8.246937028863452479e-01j), (8.593782659836123328e-01+4.400838601142020856e-01j), (2.677568500000000000e+09+0.000000000000000000e+00j)
 (8.758959715580989513e-01+5.996102019996482069e-01j), (3.280312546928121353e-01+7.543922957729856105e-01j), (2.720068000000000000e+09+0.000000000000000000e+00j)
